0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
2,2,3,3,3,2,18,73,80,78,78,74,82,82,80,78,78,77,78,78,78,78,78,80,79,81,81,80,80,81,82,82,82,81,82,82,82,83,82,82,82,82,82,83,83,82,82,82,81,81,81,81,81,81,80,81,81,80,80,81,80,79,80,79,79,80,80,79,79,79,79,81,79,79,80,81,80,80,79,80,80,80,80,81,80,81,80,80,80,80,81,81,82,82,80,79,79,78,78,78,78,77,78,76,76,76,76,76,76,75,75,73,73,74,74,73,56,70,69,66,67,66,66,64,62,64,29,0
1,2,2,2,3,1,34,80,77,78,77,77,80,81,78,80,78,78,78,79,78,79,80,80,81,80,80,80,81,81,81,82,81,80,81,82,83,82,82,82,82,81,83,82,82,82,82,82,83,81,81,81,81,81,81,80,81,82,81,79,80,80,80,77,79,78,80,80,80,79,79,79,78,79,80,80,80,80,80,80,80,80,81,80,80,80,81,81,81,81,80,79,80,81,81,79,78,79,79,78,78,76,77,76,74,74,75,75,74,74,74,73,74,73,76,65,59,70,65,66,67,66,67,65,62,65,46,3
2,2,2,2,3,5,54,81,77,78,77,76,75,76,80,78,78,78,78,80,79,78,80,79,78,79,80,80,81,80,80,82,81,81,81,81,81,83,83,82,82,82,83,82,83,82,82,81,81,82,82,81,81,81,81,80,81,79,79,78,80,79,79,79,80,81,81,80,80,80,80,80,79,81,81,80,80,79,79,80,80,80,79,80,80,80,78,79,80,80,80,80,80,79,79,80,79,79,79,78,79,79,77,77,76,74,73,72,71,73,73,72,72,72,76,58,64,69,66,67,67,67,67,64,64,63,57,13
2,2,2,3,2,14,69,79,77,78,78,78,76,76,80,79,78,78,78,78,78,78,80,79,79,78,80,79,80,80,80,81,82,82,81,82,81,82,83,82,82,83,83,82,82,82,81,81,82,82,82,80,80,80,80,81,80,79,80,81,81,78,79,80,79,79,78,78,79,78,80,80,78,79,80,80,79,80,80,80,80,79,78,79,80,80,78,80,80,80,80,79,80,80,79,78,78,79,79,78,78,78,78,76,76,76,73,69,69,72,71,70,72,72,72,55,67,67,65,67,68,66,64,65,65,63,62,29
2,2,3,3,1,27,78,78,78,77,76,77,76,76,79,80,77,77,76,78,78,80,80,78,79,80,80,80,80,80,82,81,82,80,81,81,81,81,81,82,83,83,82,83,83,84,82,82,82,81,80,81,80,81,81,80,80,80,81,81,79,79,80,79,80,79,77,78,80,80,80,80,81,80,80,80,81,81,80,80,81,81,81,79,79,81,80,80,80,81,80,77,78,78,79,80,79,78,77,78,77,78,77,76,74,73,72,70,69,70,70,70,71,73,63,55,66,66,66,67,66,65,66,67,65,61,62,44
3,2,2,3,2,45,81,77,78,78,76,78,76,76,76,79,76,77,78,78,78,79,78,78,80,80,80,81,80,81,81,81,81,81,81,81,81,82,83,83,81,80,83,82,83,82,82,81,80,80,81,80,81,81,81,80,80,80,80,80,80,79,78,79,80,80,79,80,79,78,77,80,80,80,80,80,80,81,80,80,81,81,80,79,79,80,81,79,79,80,81,80,79,80,80,80,80,79,78,78,77,77,77,76,74,72,71,70,67,68,69,70,70,70,54,56,67,67,66,65,65,67,69,67,61,60,60,56
2,3,3,3,7,62,80,76,78,78,76,77,78,75,74,78,78,77,77,77,78,78,77,76,78,78,80,81,80,81,81,81,80,82,81,81,82,83,81,81,81,82,82,81,82,81,81,81,81,81,81,81,81,81,81,79,78,78,78,80,79,78,78,80,79,78,79,81,80,79,80,79,78,79,80,81,81,81,80,79,78,80,80,80,82,81,80,81,81,80,81,80,79,78,79,80,79,78,77,77,77,76,76,75,74,73,69,67,66,66,69,70,67,61,52,58,67,66,67,66,67,68,69,63,60,62,60,60
1,3,3,2,16,72,78,77,77,76,76,76,76,76,75,76,78,76,76,78,79,76,76,77,77,79,80,78,79,81,81,81,81,81,82,83,82,82,82,81,81,81,83,82,82,82,81,81,81,82,81,80,81,80,80,80,80,79,78,79,80,80,78,79,80,79,78,79,79,78,78,79,79,78,80,80,79,77,81,80,80,80,81,81,81,80,79,80,80,80,81,81,79,79,79,79,78,77,76,76,77,77,76,74,74,74,70,65,62,65,70,67,61,55,54,58,66,66,66,66,69,68,65,61,62,62,61,59
1,3,3,1,29,78,76,78,76,76,76,76,76,76,76,75,78,79,77,77,76,75,75,76,78,78,76,78,82,81,80,81,82,82,82,81,81,82,83,82,81,83,81,80,81,81,81,81,82,81,81,80,81,81,80,81,79,78,79,78,78,77,79,80,79,79,79,79,79,79,79,78,79,80,80,80,80,81,80,80,81,81,81,80,79,80,80,79,80,80,80,80,79,80,80,78,78,77,76,75,75,75,74,74,72,71,70,67,58,62,70,61,56,54,54,56,67,67,67,67,66,65,66,67,65,62,59,58
2,3,4,0,42,81,76,77,77,76,76,77,75,76,75,74,76,79,76,76,76,74,75,75,76,78,80,81,81,82,81,82,83,82,80,78,81,83,82,82,82,82,81,81,81,81,81,81,80,78,80,79,80,80,80,80,79,78,77,78,79,78,78,79,79,78,79,79,79,80,79,80,80,80,80,80,81,80,80,79,80,80,80,80,80,80,81,81,80,79,78,78,79,79,80,78,78,78,78,76,76,74,72,73,72,70,67,69,60,57,68,54,52,55,52,56,70,65,67,69,68,67,69,68,62,60,59,57
1,3,3,2,53,80,74,77,76,78,76,75,75,75,74,74,74,78,77,76,76,75,72,72,74,78,80,80,80,80,82,82,81,81,80,81,81,81,82,80,81,82,81,81,81,81,82,82,80,81,81,81,80,80,80,80,80,81,79,78,78,78,78,79,78,78,79,80,79,79,77,79,77,78,79,79,81,81,80,80,79,81,81,81,80,80,81,80,79,79,79,78,78,78,78,78,78,78,78,77,77,77,74,70,69,67,65,65,62,54,61,54,49,56,52,58,69,65,69,70,70,69,68,63,59,61,60,58
1,2,3,7,62,79,77,76,77,76,77,78,74,74,74,75,74,74,74,74,75,71,70,73,76,78,79,78,79,80,81,80,80,80,81,80,80,81,81,81,83,82,81,81,81,81,81,81,81,81,80,80,78,78,79,78,78,80,80,78,78,78,78,79,79,78,78,78,78,79,79,78,78,78,78,79,80,78,79,82,80,79,80,81,80,80,79,80,79,80,80,78,78,78,79,78,78,77,76,74,75,77,80,75,70,65,62,60,61,55,55,50,49,56,50,60,68,69,70,69,68,68,63,61,66,64,62,60
2,3,2,14,70,78,76,76,77,77,75,76,77,73,74,75,74,73,72,72,73,71,69,73,78,79,79,77,79,80,80,80,80,79,80,81,82,81,80,83,82,81,81,81,81,82,82,81,81,81,81,80,80,80,78,79,78,78,78,78,77,77,77,78,78,78,78,77,77,78,78,79,79,79,78,79,81,78,80,79,80,78,78,80,80,80,80,79,78,78,78,78,77,78,79,77,76,75,76,76,76,74,74,73,75,70,61,56,57,58,54,45,49,55,50,60,70,71,69,65,65,67,66,69,70,63,63,58
2,3,1,20,75,76,77,77,76,75,74,73,74,74,74,75,74,72,71,72,70,70,67,74,81,78,78,79,80,80,80,80,79,80,81,80,81,81,81,81,80,80,81,80,81,81,78,79,80,80,79,79,80,79,79,78,77,77,78,78,77,77,77,77,78,77,78,79,78,78,78,78,79,79,78,80,80,78,80,78,80,80,80,80,79,79,80,78,77,78,78,76,76,76,76,74,71,70,70,72,71,69,72,63,66,72,67,58,54,59,50,42,50,56,49,63,71,68,64,68,72,72,72,69,66,62,63,59
2,3,0,26,77,76,78,78,76,75,74,74,74,74,73,72,73,72,71,70,70,69,67,77,78,75,77,79,79,80,80,79,80,80,81,80,81,81,80,81,80,80,81,81,81,81,79,79,80,80,78,79,80,79,79,77,77,78,78,78,77,76,77,77,77,77,77,79,79,78,78,78,79,80,78,80,80,78,78,78,78,78,78,79,78,78,80,79,78,78,79,78,76,76,76,74,71,72,74,71,71,70,72,61,55,60,62,60,54,59,47,39,51,56,50,67,72,70,73,76,76,69,65,63,65,64,63,59
2,3,0,34,78,75,76,76,76,76,75,73,74,75,76,74,73,72,70,70,72,68,69,76,76,76,76,77,78,80,80,79,80,80,80,80,80,80,80,80,80,80,81,80,80,80,80,80,81,79,78,79,78,78,79,79,78,77,77,78,76,77,77,77,76,78,78,79,79,78,77,78,78,80,80,78,80,78,79,80,79,79,79,79,78,77,77,77,78,79,78,77,77,78,80,78,73,73,73,72,72,71,74,60,54,56,56,59,57,59,46,40,52,53,52,72,72,71,70,69,68,68,67,66,66,65,62,59
3,3,1,42,79,75,76,76,76,76,77,76,75,74,75,74,72,69,69,69,71,68,69,76,76,75,76,76,79,79,78,80,80,78,80,81,81,81,80,81,81,80,80,80,80,80,80,79,79,78,78,78,78,78,78,77,78,76,77,77,76,77,76,76,75,77,78,77,76,77,77,79,79,80,80,78,80,80,80,80,80,80,80,79,80,80,78,78,76,76,76,75,74,74,74,73,71,73,73,72,70,70,69,57,56,56,56,56,57,60,43,41,51,50,57,74,70,69,67,68,71,72,68,68,69,67,64,62
2,4,3,48,80,74,76,76,76,76,76,76,75,74,72,72,74,72,70,67,69,70,70,76,75,75,77,78,78,78,79,78,77,80,82,80,80,80,81,81,81,80,80,80,80,80,80,79,79,80,81,78,77,78,76,76,76,76,78,76,75,76,76,76,76,77,77,77,77,77,79,80,80,80,78,78,80,80,78,78,78,78,78,78,78,79,78,78,79,78,77,75,75,74,73,70,70,71,71,69,67,66,60,55,56,57,54,54,56,60,38,41,52,52,63,73,69,69,70,70,76,74,66,69,69,66,64,61
2,3,3,53,80,75,76,76,77,76,76,75,74,74,73,72,72,73,71,68,69,71,69,76,74,72,76,79,76,75,78,79,78,80,79,78,79,80,80,79,79,79,80,80,80,80,80,81,78,78,77,77,76,79,80,78,77,77,76,76,76,76,75,76,77,76,77,77,78,78,78,78,78,78,78,78,78,80,78,78,79,78,78,78,77,78,78,78,79,79,78,76,76,76,75,74,74,74,73,71,68,66,62,56,57,57,54,50,54,58,35,42,52,53,68,72,72,72,73,74,75,73,67,68,67,64,63,60
3,3,5,57,80,76,76,76,76,76,76,76,76,73,74,72,70,70,71,70,70,70,71,78,73,71,78,77,74,76,78,79,79,78,78,80,81,80,79,81,81,80,79,78,78,80,80,79,79,78,78,78,76,78,77,76,78,76,74,75,75,76,77,76,76,77,78,77,78,78,79,78,79,79,79,79,78,78,79,78,78,78,78,79,79,78,78,78,77,78,77,76,76,77,75,74,73,74,72,71,68,67,63,55,56,56,57,49,52,54,35,43,52,53,69,72,73,70,69,72,73,72,67,67,65,67,65,63
2,2,7,62,78,75,76,76,77,76,75,75,76,75,74,73,71,70,71,71,69,69,71,76,71,72,79,72,74,76,78,78,78,78,78,81,80,78,78,79,80,80,79,78,78,80,79,78,78,77,78,77,77,78,76,76,76,79,79,75,74,77,76,77,78,77,77,77,77,78,79,79,79,78,78,78,79,78,78,78,77,79,77,78,78,77,77,76,77,78,77,76,75,76,75,74,72,71,71,69,67,69,61,55,57,57,56,52,52,52,34,43,52,50,65,74,71,69,70,74,74,76,68,67,68,69,67,66
2,1,12,68,77,76,77,77,77,76,74,74,73,74,73,74,72,71,71,69,67,68,69,73,69,75,75,69,75,78,79,78,78,78,78,78,78,80,79,79,80,80,81,79,78,77,76,77,77,76,76,76,77,75,75,76,75,75,76,74,76,76,76,74,75,76,76,76,77,78,78,78,78,78,77,80,79,78,78,76,76,78,79,78,77,77,76,76,76,76,75,75,75,73,74,74,73,73,72,69,67,69,58,56,58,56,55,52,47,50,32,44,52,48,60,76,70,72,74,76,74,74,68,67,70,69,69,70
3,1,17,72,77,76,76,77,78,78,75,75,74,73,74,73,70,71,70,68,67,66,68,72,71,76,74,71,79,78,79,79,78,78,77,77,79,78,78,79,81,80,79,78,77,76,77,77,77,78,77,78,76,76,75,76,76,75,76,76,76,76,77,75,75,76,77,76,77,78,78,78,79,79,77,77,76,78,77,76,76,77,78,78,76,76,76,77,76,76,75,75,75,74,72,73,75,73,72,69,67,66,56,56,57,56,55,51,41,49,30,44,49,48,56,76,69,71,72,75,74,76,72,69,69,68,69,67
